ICAO Code,Latitude,Longitude,City
LAHO,-19.6151,-73.4946,Lahore
GWAD,-43.6916,151.0099,Gwadar
GUJR,-12.4926,-112.2894,Gujranwala
RAWA,-74.4969,-58.5362,Rawalpindi
LAHO,-9.6451,86.64,Lahore
ISLA,18.7228,-153.1727,Islamabad
ISLA,-32.932,-159.6433,Islamabad
GUJR,27.4338,-25.1099,Gujranwala
SIAL,-46.4489,97.2349,Sialkot
FAIS,-71.6635,-135.7533,Faisalabad
SUKK,7.7761,-63.4956,Sukkur
GUJR,73.7749,168.9526,Gujranwala
PESH,87.0578,-130.2142,Peshawar
SUKK,-19.162,69.3786,Sukkur
RAWA,-86.6174,-129.2263,Rawalpindi
QUET,-45.0711,-79.165,Quetta
MULT,-56.3478,85.5071,Multan
GUJR,48.5518,-17.6502,Gujranwala
QUET,66.8204,-153.3338,Quetta
KARA,-44.1422,-84.6017,Karachi
PESH,12.8495,107.9945,Peshawar
GWAD,82.244,127.8533,Gwadar
RAWA,-58.2858,176.3497,Rawalpindi
SUKK,-1.3232,-167.5731,Sukkur
GWAD,-69.6742,97.2862,Gwadar
PESH,-35.6082,-69.7416,Peshawar
QUET,42.4904,-91.8997,Quetta
PESH,27.8936,-107.8648,Peshawar
SUKK,22.8752,-142.6275,Sukkur
FAIS,-9.1043,-138.0576,Faisalabad
QUET,-25.8901,-140.602,Quetta
GWAD,-42.2742,-109.3894,Gwadar
KARA,20.2964,143.7485,Karachi
KARA,-28.5167,144.5583,Karachi
SUKK,9.8064,-100.2767,Sukkur
SUKK,2.2309,125.1057,Sukkur
SIAL,-81.2785,146.707,Sialkot
MULT,61.9733,6.0422,Multan
MULT,-59.7263,90.3979,Multan
MULT,30.4551,-138.0912,Multan
KARA,77.1218,-38.5194,Karachi
QUET,-84.4647,7.0882,Quetta
SIAL,-67.355,26.6811,Sialkot
PESH,-78.7799,107.2954,Peshawar
GWAD,44.4508,56.2666,Gwadar
KARA,-48.454,-170.9446,Karachi
QUET,17.451,-158.3803,Quetta
KARA,-45.9083,-27.4138,Karachi
GWAD,36.5983,135.8254,Gwadar
MULT,-47.5741,71.1317,Multan
GUJR,81.3793,-177.7985,Gujranwala
MULT,16.7711,-37.7271,Multan
MULT,76.4669,-111.6857,Multan
GUJR,-40.6263,146.7881,Gujranwala
KARA,88.0345,-105.832,Karachi
ISLA,52.8098,-91.4147,Islamabad
PESH,64.4506,164.254,Peshawar
LAHO,-40.3404,-129.4491,Lahore
SIAL,-34.639,-1.973,Sialkot
SIAL,56.9285,-159.2558,Sialkot
QUET,81.9165,107.4194,Quetta
SIAL,-42.9627,-46.8178,Sialkot
LAHO,-36.6319,34.8146,Lahore
FAIS,30.2523,-150.1552,Faisalabad
KARA,60.5644,-138.6613,Karachi
SIAL,-4.1179,151.0335,Sialkot
SUKK,29.7255,156.2942,Sukkur
ISLA,23.213,134.7429,Islamabad
QUET,74.0376,-19.3477,Quetta
GWAD,26.4014,46.2854,Gwadar
PESH,-38.4916,-157.2245,Peshawar
GWAD,47.1246,90.7039,Gwadar
FAIS,-16.0841,-6.0866,Faisalabad
RAWA,72.3036,121.614,Rawalpindi
LAHO,39.3925,61.4622,Lahore
SUKK,-78.9603,-69.0488,Sukkur
ISLA,-20.576,-141.018,Islamabad
GUJR,64.3856,-28.0726,Gujranwala
LAHO,44.2754,107.0155,Lahore
RAWA,53.2816,0.3396,Rawalpindi
SUKK,-13.0771,-138.6368,Sukkur
ISLA,76.4146,-106.5776,Islamabad
SUKK,-57.5609,-3.8826,Sukkur
QUET,8.4085,-13.4672,Quetta
ISLA,-3.3866,25.7251,Islamabad
GWAD,46.8431,158.4744,Gwadar
FAIS,12.6088,-72.7089,Faisalabad
GUJR,-73.9078,89.4968,Gujranwala
GUJR,56.4517,28.737,Gujranwala
ISLA,55.8226,140.9245,Islamabad
PESH,78.8509,-136.9021,Peshawar
GUJR,-29.0525,-25.2814,Gujranwala
ISLA,-11.9601,82.1181,Islamabad
MULT,-70.4144,99.8825,Multan
ISLA,65.0386,-64.2531,Islamabad
MULT,86.3274,-98.8982,Multan
SUKK,-22.9799,-26.9088,Sukkur
SIAL,-51.2681,164.2047,Sialkot
GUJR,-48.4634,-32.1706,Gujranwala
GUJR,31.6119,176.4127,Gujranwala
SUKK,-17.2448,91.9684,Sukkur
GWAD,76.5915,-17.6903,Gwadar
GUJR,-66.7129,-63.3733,Gujranwala
ISLA,14.6317,-77.1428,Islamabad
LAHO,-7.2004,-126.5299,Lahore
RAWA,-2.1418,106.0732,Rawalpindi
GUJR,-45.8945,99.3297,Gujranwala
PESH,5.7572,-138.4121,Peshawar
SUKK,41.2805,54.3112,Sukkur
SIAL,70.2028,127.4836,Sialkot
SUKK,-31.873,126.2475,Sukkur
FAIS,-50.7316,-74.9101,Faisalabad
GWAD,42.7172,-30.9254,Gwadar
GWAD,-71.3828,-8.7933,Gwadar
LAHO,64.0919,-138.1983,Lahore
GUJR,15.7944,-24.0567,Gujranwala
KARA,-75.5443,168.3471,Karachi
KARA,65.211,-61.0981,Karachi
LAHO,63.7257,-169.0543,Lahore
FAIS,-1.3216,72.9634,Faisalabad
FAIS,-22.8314,-60.6014,Faisalabad
MULT,70.5136,114.6754,Multan
GWAD,-64.6638,-111.5226,Gwadar
SUKK,56.3371,-104.212,Sukkur
LAHO,53.791,152.1978,Lahore
ISLA,-85.3625,18.0647,Islamabad
RAWA,48.3639,125.1456,Rawalpindi
GUJR,22.4561,-26.4376,Gujranwala
SIAL,-85.4805,-40.1055,Sialkot
MULT,17.8609,76.5108,Multan
RAWA,-34.3632,-150.1002,Rawalpindi
FAIS,-78.3299,-115.3268,Faisalabad
MULT,-43.1437,96.4074,Multan
SUKK,-73.7358,0.7359,Sukkur
FAIS,28.4653,-33.6067,Faisalabad
RAWA,-58.2051,-178.724,Rawalpindi
LAHO,-71.1444,-158.1296,Lahore
QUET,-13.9063,-136.5134,Quetta
SIAL,60.0282,61.2391,Sialkot
ISLA,77.6619,-82.6593,Islamabad
RAWA,-45.4341,25.6901,Rawalpindi
LAHO,-32.8699,-93.6941,Lahore
MULT,84.692,16.6797,Multan
ISLA,-46.531,-67.6704,Islamabad
SIAL,89.2018,-136.4623,Sialkot
KARA,76.9118,-150.1496,Karachi
ISLA,66.3759,105.151,Islamabad
RAWA,11.3444,79.2905,Rawalpindi
LAHO,60.251,-36.4955,Lahore
FAIS,59.8349,-3.0659,Faisalabad
QUET,6.3013,117.898,Quetta
SUKK,6.9348,77.0252,Sukkur
ISLA,49.5969,-45.8205,Islamabad
SIAL,-61.4084,-111.4134,Sialkot
LAHO,10.6628,18.6764,Lahore
RAWA,3.0322,89.884,Rawalpindi
QUET,27.3208,35.7974,Quetta
LAHO,-8.1938,-34.5526,Lahore
SIAL,-13.0103,-128.7687,Sialkot
ISLA,-86.8998,-14.8936,Islamabad
PESH,-44.2492,-58.3236,Peshawar
GWAD,-6.7061,13.7645,Gwadar
FAIS,-71.0611,76.2346,Faisalabad
PESH,-64.7899,22.7092,Peshawar
RAWA,33.2941,-68.866,Rawalpindi
SUKK,26.5489,154.5686,Sukkur
GWAD,-0.685,-28.9436,Gwadar
GWAD,-50.1492,-110.6321,Gwadar
MULT,38.1316,79.7696,Multan
SUKK,26.4936,103.4625,Sukkur
SIAL,20.3741,-39.2185,Sialkot
GUJR,45.5063,73.3071,Gujranwala
ISLA,21.4509,121.4712,Islamabad
ISLA,-70.8089,-1.946,Islamabad
LAHO,31.981,-19.6987,Lahore
PESH,81.4998,71.828,Peshawar
MULT,-70.0399,-26.9861,Multan
SUKK,57.0878,-102.6431,Sukkur
SIAL,64.9565,44.4766,Sialkot
ISLA,-55.5347,139.6028,Islamabad
GUJR,-77.3235,-88.7911,Gujranwala
KARA,27.4642,34.1066,Karachi
MULT,65.4278,129.7665,Multan
LAHO,57.08,-49.263,Lahore
QUET,-83.9978,22.1929,Quetta
ISLA,-12.6057,106.4246,Islamabad
PESH,-24.2817,128.7525,Peshawar
MULT,70.0035,-56.6799,Multan
SUKK,87.6848,-82.9669,Sukkur
PESH,58.9768,-13.8435,Peshawar
QUET,14.6748,4.4,Quetta
FAIS,35.6432,-111.6594,Faisalabad
PESH,70.6141,-122.9806,Peshawar
QUET,-87.7476,23.1518,Quetta
RAWA,7.035,162.1663,Rawalpindi
RAWA,67.0878,-19.9913,Rawalpindi
GUJR,-32.3566,118.3928,Gujranwala
GUJR,-31.0251,0.2848,Gujranwala
SIAL,-10.0119,65.9682,Sialkot
LAHO,50.3383,16.5718,Lahore
ISLA,-45.9185,1.7963,Islamabad
GWAD,-21.5061,-80.1779,Gwadar
SUKK,-9.3952,-114.9733,Sukkur
ISLA,64.4478,124.8265,Islamabad
PESH,54.569,94.9372,Peshawar
GUJR,-48.1242,16.1037,Gujranwala
KARA,9.5949,-25.5588,Karachi
GWAD,-73.2445,-149.2527,Gwadar
QUET,-59.8298,-112.1914,Quetta
LAHO,-0.9176,-27.8791,Lahore
RAWA,-49.4333,-29.2855,Rawalpindi
ISLA,68.7201,100.0837,Islamabad
FAIS,-61.4724,132.6368,Faisalabad
QUET,55.1867,71.9451,Quetta
MULT,-76.5722,-153.3354,Multan
SIAL,-26.0476,-43.5066,Sialkot
PESH,54.3077,52.7902,Peshawar
FAIS,50.6136,-10.7873,Faisalabad
PESH,6.9608,-171.3459,Peshawar
QUET,45.1685,173.1544,Quetta
GUJR,-29.7649,123.5441,Gujranwala
QUET,-42.6842,0.3462,Quetta
ISLA,71.7184,-159.1264,Islamabad
GUJR,8.3397,5.7435,Gujranwala
QUET,80.5311,31.7897,Quetta
SUKK,-89.7505,47.8711,Sukkur
ISLA,-28.9463,86.2573,Islamabad
MULT,20.3174,-32.0399,Multan
QUET,-9.724,-8.3323,Quetta
QUET,9.1469,-136.4231,Quetta
SIAL,-55.1097,-87.6882,Sialkot
GWAD,81.9855,21.6568,Gwadar
ISLA,-71.0926,139.7706,Islamabad
ISLA,68.1816,-12.4983,Islamabad
RAWA,-73.5154,23.9808,Rawalpindi
GWAD,-5.836,-120.1086,Gwadar
GUJR,21.6612,-88.5548,Gujranwala
QUET,70.3637,104.4009,Quetta
KARA,-25.5291,-149.4093,Karachi
GUJR,59.6148,41.1327,Gujranwala
KARA,56.9031,12.5058,Karachi
LAHO,-25.8904,-100.087,Lahore
MULT,43.7736,-106.5864,Multan
ISLA,-23.779,124.6281,Islamabad
KARA,-18.1957,67.0497,Karachi
SIAL,-84.1746,161.1228,Sialkot
FAIS,-69.6146,-18.3748,Faisalabad
ISLA,86.2593,110.3735,Islamabad
MULT,-86.6741,-37.3729,Multan
KARA,42.2632,118.6569,Karachi
KARA,-32.5421,9.6754,Karachi
MULT,-85.2518,-148.5592,Multan
GUJR,0.3007,-72.3896,Gujranwala
ISLA,74.6403,-28.7021,Islamabad
RAWA,64.3966,-17.5932,Rawalpindi
SUKK,-49.7139,-11.7966,Sukkur
FAIS,-36.2679,132.8887,Faisalabad
LAHO,65.8097,175.275,Lahore
SIAL,52.3938,38.4718,Sialkot
MULT,75.4534,-179.1942,Multan
LAHO,-33.7575,18.5624,Lahore
MULT,13.0155,101.6464,Multan
MULT,-72.3074,-81.4548,Multan
SIAL,-19.7564,127.4265,Sialkot
ISLA,55.2989,-55.0296,Islamabad
SIAL,86.539,-166.0948,Sialkot
LAHO,-44.3478,167.5005,Lahore
SIAL,-57.457,158.5185,Sialkot
SUKK,-70.0628,99.9818,Sukkur
LAHO,84.9144,136.3972,Lahore
PESH,46.0714,-142.3966,Peshawar
GUJR,-19.415,4.9941,Gujranwala
GWAD,89.2446,37.1354,Gwadar
PESH,42.516,72.5771,Peshawar
MULT,-41.8328,-17.6793,Multan
PESH,-10.6138,-42.8512,Peshawar
PESH,1.8602,-71.9096,Peshawar
ISLA,19.4915,140.7152,Islamabad
QUET,31.841,17.7558,Quetta
SIAL,55.3429,152.4575,Sialkot
ISLA,-29.9426,-146.3122,Islamabad
QUET,75.3511,-61.0073,Quetta
GUJR,-29.2536,-106.6339,Gujranwala
GUJR,-60.2212,-99.205,Gujranwala
RAWA,63.4179,148.7182,Rawalpindi
SUKK,73.6829,3.2597,Sukkur
QUET,29.5952,82.5734,Quetta
PESH,54.846,62.0637,Peshawar
FAIS,-36.626,104.5825,Faisalabad
MULT,44.122,110.5098,Multan
GWAD,0.5827,97.5342,Gwadar
QUET,60.5328,-158.4662,Quetta
KARA,18.5621,77.8618,Karachi
SUKK,-15.5183,-162.6038,Sukkur
FAIS,-2.985,126.2534,Faisalabad
FAIS,-31.4865,-143.1833,Faisalabad
SUKK,79.2223,68.8102,Sukkur
QUET,63.1087,-166.9618,Quetta
SIAL,24.3741,-138.7493,Sialkot
ISLA,-67.4439,16.9667,Islamabad
FAIS,-57.1392,72.5331,Faisalabad
RAWA,61.9354,68.4702,Rawalpindi
LAHO,49.2616,-119.4786,Lahore
ISLA,27.5582,-175.2722,Islamabad
QUET,66.1629,107.1431,Quetta
SIAL,-35.6527,-122.2156,Sialkot
QUET,76.2293,-103.5277,Quetta
SIAL,82.1585,29.1051,Sialkot
RAWA,74.3814,117.1892,Rawalpindi
PESH,77.6149,-156.0562,Peshawar
FAIS,-60.763,78.9882,Faisalabad
SIAL,37.9942,35.1364,Sialkot
KARA,56.2649,6.6526,Karachi
RAWA,85.5366,-24.6259,Rawalpindi
SIAL,3.6929,92.1472,Sialkot
QUET,80.7475,174.3163,Quetta
QUET,82.5286,104.1567,Quetta
SIAL,-33.7896,-72.128,Sialkot
SUKK,59.1277,-165.7071,Sukkur
GWAD,79.3548,-98.0901,Gwadar
ISLA,-41.5991,-97.0708,Islamabad
FAIS,53.5391,157.8062,Faisalabad
QUET,64.1565,-11.1885,Quetta
GUJR,-73.6703,132.9724,Gujranwala
RAWA,38.5238,87.0984,Rawalpindi
PESH,-13.7466,-138.7608,Peshawar
PESH,-72.2787,-129.3116,Peshawar
LAHO,66.8779,-152.3326,Lahore
PESH,-59.2618,-37.6378,Peshawar
RAWA,-63.0489,-81.847,Rawalpindi
QUET,-74.035,-74.0867,Quetta
GWAD,-14.6255,-68.3745,Gwadar
LAHO,10.1062,-14.38,Lahore
SUKK,75.8573,-95.1188,Sukkur
KARA,47.8596,115.638,Karachi
ISLA,48.7637,154.9325,Islamabad
ISLA,9.7822,-56.5613,Islamabad
GWAD,74.6033,-124.0276,Gwadar
PESH,-81.7808,3.837,Peshawar
RAWA,-72.9588,-151.3812,Rawalpindi
SUKK,-88.4029,-16.8236,Sukkur
RAWA,35.645,60.1553,Rawalpindi
QUET,72.5952,-13.9996,Quetta
GWAD,2.0255,51.8734,Gwadar
ISLA,-42.3565,105.8983,Islamabad
QUET,46.6397,-101.941,Quetta
SIAL,-71.4098,-25.4054,Sialkot
QUET,87.024,174.0181,Quetta
SUKK,-42.004,-115.4025,Sukkur
PESH,-89.8571,-61.0087,Peshawar
PESH,53.712,63.9668,Peshawar
KARA,5.7775,-143.5265,Karachi
RAWA,54.0042,-159.2815,Rawalpindi
KARA,-65.59,23.0922,Karachi
QUET,-34.1554,21.8169,Quetta
GUJR,72.9082,84.9844,Gujranwala
KARA,48.4509,-41.4181,Karachi
SUKK,-31.2955,130.4934,Sukkur
SUKK,18.5362,-104.8381,Sukkur
GWAD,23.725,170.3997,Gwadar
PESH,-67.0487,-45.5863,Peshawar
RAWA,-52.4228,-173.1813,Rawalpindi
SIAL,80.3443,131.4021,Sialkot
FAIS,54.0549,-155.4213,Faisalabad
FAIS,-29.6949,-113.3021,Faisalabad
PESH,76.3704,28.0361,Peshawar
SUKK,89.2135,169.4873,Sukkur
MULT,66.0199,-105.0899,Multan
RAWA,-11.3415,-44.1749,Rawalpindi
SUKK,86.6293,-11.5656,Sukkur
GUJR,-88.9967,160.2583,Gujranwala
MULT,-65.0095,61.7804,Multan
FAIS,13.762,-110.8467,Faisalabad
SIAL,80.6548,57.3901,Sialkot
SUKK,-5.2147,72.0459,Sukkur
ISLA,69.5065,-0.1203,Islamabad
LAHO,-89.6941,159.1766,Lahore
FAIS,-87.0485,-8.4487,Faisalabad
MULT,-31.2137,-80.5145,Multan
SUKK,38.7127,87.464,Sukkur
GWAD,11.2197,84.2185,Gwadar
MULT,13.0182,-2.0848,Multan
MULT,-66.1941,25.8103,Multan
ISLA,-63.4031,10.3295,Islamabad
GUJR,74.0699,70.6333,Gujranwala
LAHO,63.6955,153.2968,Lahore
RAWA,-34.9597,-55.0625,Rawalpindi
QUET,21.678,100.7508,Quetta
RAWA,-73.9017,116.7862,Rawalpindi
FAIS,34.0409,-57.1284,Faisalabad
QUET,-60.5732,21.7429,Quetta
KARA,-32.8581,138.1401,Karachi
SIAL,-33.3715,-46.8691,Sialkot
ISLA,-51.0709,159.7867,Islamabad
PESH,47.7353,16.4604,Peshawar
QUET,-84.1689,9.7955,Quetta
MULT,44.1165,137.8202,Multan
GWAD,-51.5635,32.8352,Gwadar
RAWA,-43.5047,-69.5673,Rawalpindi
PESH,18.9535,-35.1528,Peshawar
RAWA,-68.6223,-36.3948,Rawalpindi
GWAD,-61.0617,140.5095,Gwadar
PESH,-69.6351,-68.2414,Peshawar
ISLA,-87.9778,167.8023,Islamabad
SIAL,88.0014,2.2853,Sialkot
ISLA,-37.8756,100.7133,Islamabad
GUJR,67.0932,31.2226,Gujranwala
KARA,81.3667,17.6911,Karachi
GUJR,78.3613,-60.0854,Gujranwala
MULT,-54.0285,-160.9035,Multan
QUET,-73.2185,25.5377,Quetta
FAIS,65.2699,-138.094,Faisalabad
PESH,-31.8686,-81.9343,Peshawar
LAHO,85.0913,-141.0507,Lahore
SIAL,-43.932,-77.0987,Sialkot
FAIS,25.3857,5.7417,Faisalabad
MULT,59.3976,31.724,Multan
SUKK,-39.4598,95.9907,Sukkur
GWAD,10.774,167.4107,Gwadar
PESH,-64.5984,54.5214,Peshawar
PESH,67.9359,-15.7995,Peshawar
RAWA,-4.3473,-151.45,Rawalpindi
SUKK,17.0203,79.1713,Sukkur
FAIS,81.8174,-54.7407,Faisalabad
SIAL,25.9339,-122.5079,Sialkot
PESH,-78.9468,-63.7465,Peshawar
ISLA,-57.8172,33.085,Islamabad
GWAD,-41.4465,9.257,Gwadar
GWAD,-74.1307,152.486,Gwadar
SUKK,7.7897,109.7498,Sukkur
MULT,63.6061,-134.6691,Multan
LAHO,87.7113,18.5877,Lahore
ISLA,71.2026,2.7942,Islamabad
FAIS,87.7575,26.4209,Faisalabad
MULT,-29.0928,95.9721,Multan
QUET,-60.2815,-16.5863,Quetta
SIAL,-32.3358,-66.0146,Sialkot
SIAL,75.4459,90.2246,Sialkot
ISLA,-73.0002,-45.6078,Islamabad
PESH,88.9481,19.6338,Peshawar
SIAL,75.5031,-24.3141,Sialkot
RAWA,-89.9475,98.3121,Rawalpindi
SUKK,-36.5851,-13.2211,Sukkur
GWAD,87.8906,148.3453,Gwadar
GUJR,28.8435,70.3016,Gujranwala
QUET,-30.0414,7.3759,Quetta
SIAL,66.0702,-19.6132,Sialkot
MULT,-26.2712,-107.9401,Multan
QUET,-74.2569,-59.2663,Quetta
QUET,32.7501,-111.2005,Quetta
SIAL,62.7082,-57.564,Sialkot
RAWA,39.1472,26.382,Rawalpindi
ISLA,-13.9032,112.3113,Islamabad
PESH,80.7454,-96.1939,Peshawar
GWAD,-63.6242,80.7912,Gwadar
KARA,77.7092,84.0826,Karachi
MULT,34.7939,72.9277,Multan
FAIS,80.6006,26.5724,Faisalabad
GWAD,83.943,157.2527,Gwadar
SUKK,42.0426,153.433,Sukkur
GWAD,43.0697,139.8421,Gwadar
GUJR,-37.8691,-122.1884,Gujranwala
SUKK,-10.8081,52.4848,Sukkur
GUJR,-28.8859,148.7293,Gujranwala
SIAL,-88.2182,150.3889,Sialkot
ISLA,32.2338,148.2534,Islamabad
SIAL,-20.4876,-70.0559,Sialkot
QUET,43.5014,23.3002,Quetta
QUET,19.576,65.4964,Quetta
GUJR,62.5074,-9.7476,Gujranwala
LAHO,-7.0221,54.5445,Lahore
QUET,-27.0999,-44.7069,Quetta
GWAD,11.9502,-176.2181,Gwadar
FAIS,14.7121,169.4772,Faisalabad
GUJR,56.4473,33.2321,Gujranwala
ISLA,-8.7488,136.9781,Islamabad
SIAL,58.7277,178.3523,Sialkot
RAWA,42.1294,-131.2679,Rawalpindi
FAIS,22.7013,-66.5525,Faisalabad
PESH,-45.3086,154.2996,Peshawar
PESH,72.9064,95.9852,Peshawar
MULT,89.7305,-131.4703,Multan
QUET,44.2952,173.4923,Quetta
QUET,-59.6488,157.5013,Quetta
RAWA,71.9995,39.4853,Rawalpindi
SIAL,-64.1309,127.8645,Sialkot
KARA,-29.502,-43.0145,Karachi
PESH,45.2687,47.5361,Peshawar
QUET,86.7199,-129.0596,Quetta
RAWA,-1.2636,175.8562,Rawalpindi
PESH,70.8294,39.5629,Peshawar
QUET,-67.8031,133.4486,Quetta
SUKK,-13.1406,-175.2208,Sukkur
ISLA,-40.7614,87.8532,Islamabad
MULT,-16.4905,-33.0209,Multan
ISLA,8.7956,33.8584,Islamabad
RAWA,-38.2308,-108.521,Rawalpindi
SUKK,1.433,-99.4498,Sukkur
QUET,77.5816,51.1346,Quetta
PESH,-15.8008,-23.0463,Peshawar
ISLA,34.7931,-54.9411,Islamabad
FAIS,29.5731,31.4708,Faisalabad
KARA,-65.588,97.2919,Karachi
PESH,14.55,-48.3695,Peshawar
ISLA,-13.7671,-157.265,Islamabad
QUET,-60.5406,118.722,Quetta
KARA,36.9625,-41.0711,Karachi
SUKK,-8.3343,-49.2726,Sukkur
SIAL,17.3869,-3.2799,Sialkot
FAIS,28.7349,-36.4082,Faisalabad
RAWA,41.7556,11.2063,Rawalpindi
GUJR,-80.6449,72.1502,Gujranwala
FAIS,9.1847,-130.1982,Faisalabad
KARA,-38.7269,-131.8783,Karachi
SUKK,-10.6359,-147.6158,Sukkur
PESH,-7.2774,-72.2719,Peshawar
PESH,29.9636,5.6418,Peshawar
SIAL,47.279,131.7997,Sialkot
LAHO,89.0992,82.1431,Lahore
FAIS,44.9496,143.5476,Faisalabad
GWAD,13.1022,-9.8562,Gwadar
LAHO,32.2638,41.1497,Lahore
FAIS,-6.8272,-74.1825,Faisalabad
GWAD,-19.3851,29.4325,Gwadar
PESH,-20.5359,2.9106,Peshawar
LAHO,-75.5853,31.4311,Lahore
QUET,-12.4498,-47.7868,Quetta
LAHO,79.1418,-113.3018,Lahore
QUET,16.2601,18.6159,Quetta
RAWA,40.4156,-57.9714,Rawalpindi
SIAL,16.1166,-58.5518,Sialkot
SUKK,-5.5822,134.7364,Sukkur
SIAL,68.7614,-49.1763,Sialkot
GUJR,54.6176,155.7086,Gujranwala
SIAL,-48.1424,-83.6215,Sialkot
GWAD,-28.4158,97.9839,Gwadar
SUKK,53.7013,-132.6696,Sukkur
SIAL,16.4411,112.1379,Sialkot
FAIS,-84.17,-27.2417,Faisalabad
QUET,61.1199,-81.0874,Quetta
RAWA,-79.4005,-37.5692,Rawalpindi
KARA,56.8573,-64.9868,Karachi
MULT,-51.3813,-157.0502,Multan
FAIS,65.3892,-58.3241,Faisalabad
RAWA,-47.2358,136.4762,Rawalpindi
LAHO,-57.9275,27.9607,Lahore
PESH,74.0121,133.6304,Peshawar
PESH,-61.9326,51.2331,Peshawar
KARA,-3.2148,-121.6672,Karachi
GWAD,63.2169,-95.218,Gwadar
RAWA,2.2724,4.041,Rawalpindi
LAHO,-0.2858,140.9894,Lahore
ISLA,2.1286,144.656,Islamabad
MULT,69.896,-8.296,Multan
LAHO,73.3583,7.6616,Lahore
GWAD,87.9117,-164.4943,Gwadar
GWAD,33.6063,63.225,Gwadar
RAWA,-21.5635,62.5448,Rawalpindi
SUKK,46.046,39.3781,Sukkur
PESH,13.1773,-74.8956,Peshawar
ISLA,-49.5694,10.9673,Islamabad
QUET,69.5846,64.989,Quetta
LAHO,-61.0145,66.8834,Lahore
FAIS,11.1451,-93.4978,Faisalabad
GWAD,-27.504,-91.6466,Gwadar
SUKK,40.9619,55.9735,Sukkur
GUJR,12.4853,132.3734,Gujranwala
QUET,-77.9206,-27.2134,Quetta
LAHO,45.235,-100.625,Lahore
PESH,24.6343,-125.79,Peshawar
SUKK,21.0909,75.7931,Sukkur
ISLA,-58.3253,18.4474,Islamabad
ISLA,71.7172,-115.695,Islamabad
LAHO,29.8492,158.5971,Lahore
GWAD,31.6044,-5.8899,Gwadar
GUJR,4.7097,-41.202,Gujranwala
ISLA,-55.1669,17.3568,Islamabad
GUJR,72.6292,149.3402,Gujranwala
RAWA,-87.3409,-4.6665,Rawalpindi
GUJR,-34.2644,-1.829,Gujranwala
GUJR,-0.2599,-147.3557,Gujranwala
GUJR,-41.4738,78.8761,Gujranwala
RAWA,65.9033,-98.5357,Rawalpindi
PESH,51.7118,120.1192,Peshawar
SUKK,-2.7808,76.7723,Sukkur
RAWA,-62.1593,-4.0683,Rawalpindi
SUKK,-46.2469,27.9853,Sukkur
GWAD,-50.5922,-108.6448,Gwadar
GWAD,58.1775,155.6651,Gwadar
GUJR,-42.9685,-62.4061,Gujranwala
RAWA,19.3189,-142.5747,Rawalpindi
KARA,40.1078,54.3049,Karachi
KARA,79.3428,70.3317,Karachi
SIAL,-35.9574,12.9793,Sialkot
KARA,-57.9668,-142.2587,Karachi
QUET,27.2052,162.375,Quetta
KARA,84.6178,28.1665,Karachi
KARA,37.8844,67.8064,Karachi
RAWA,89.5715,-174.4855,Rawalpindi
SUKK,-82.1571,114.1714,Sukkur
LAHO,24.5192,-82.9754,Lahore
SUKK,-10.879,-95.1327,Sukkur
FAIS,-51.612,89.6533,Faisalabad
KARA,8.0115,-154.0829,Karachi
FAIS,32.0705,-15.5936,Faisalabad
LAHO,61.5089,113.2833,Lahore
RAWA,56.2394,81.59,Rawalpindi
GUJR,9.4813,100.8481,Gujranwala
MULT,-8.2295,-86.8487,Multan
KARA,52.8915,109.8372,Karachi
LAHO,59.7117,-13.5984,Lahore
FAIS,88.4857,106.0035,Faisalabad
SUKK,-74.5096,-139.2813,Sukkur
ISLA,-78.4105,77.6539,Islamabad
ISLA,42.8334,39.7601,Islamabad
ISLA,-5.2469,141.4441,Islamabad
GUJR,9.5168,-84.0418,Gujranwala
QUET,88.1848,-104.4604,Quetta
KARA,-68.7972,-147.656,Karachi
FAIS,-75.6615,-73.7055,Faisalabad
GUJR,-7.4383,177.9019,Gujranwala
QUET,12.1826,125.6301,Quetta
QUET,-37.7895,-133.6492,Quetta
LAHO,-83.3227,50.0262,Lahore
FAIS,9.0003,-74.0565,Faisalabad
GUJR,29.5132,105.8175,Gujranwala
GWAD,55.6852,-13.6495,Gwadar
FAIS,8.7985,174.7345,Faisalabad
FAIS,-62.7606,-120.5888,Faisalabad
PESH,60.1834,-157.4851,Peshawar
SUKK,42.2871,40.7302,Sukkur
ISLA,7.8281,147.2067,Islamabad
RAWA,-53.4261,-86.5589,Rawalpindi
QUET,15.3769,-27.9581,Quetta
KARA,-71.6267,148.1444,Karachi
QUET,-1.278,-4.7739,Quetta
GWAD,57.3959,114.2797,Gwadar
RAWA,13.9112,-128.4846,Rawalpindi
SUKK,-81.342,10.7033,Sukkur
GUJR,-49.8015,-30.8118,Gujranwala
RAWA,12.5889,-29.7329,Rawalpindi
LAHO,41.1218,35.5445,Lahore
FAIS,60.94,-13.5183,Faisalabad
KARA,-88.1872,-49.1571,Karachi
SUKK,-29.0835,69.0197,Sukkur
KARA,-5.3575,85.761,Karachi
PESH,-5.531,9.5898,Peshawar
GUJR,-1.8184,-86.9461,Gujranwala
KARA,86.5658,-125.3044,Karachi
LAHO,-71.1273,-121.7045,Lahore
FAIS,-70.1092,112.7525,Faisalabad
SIAL,50.5719,-79.1791,Sialkot
SIAL,26.0846,8.7785,Sialkot
